customerid,actual_churn,predicted_churn,churn_probability,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,cltv,risk_segment,expected_monthly_revenue_at_risk,expected_annual_revenue_at_risk,retention_priority_score,priority_group
1205-WNWPJ,1,0,0.2895192,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,4661,Low Risk,17.226391851902008,206.7167022228241,1349.448948264122,High Priority
3173-NVMPX,0,0,0.1615122,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,4291,Low Risk,8.931624442338943,107.17949330806732,693.0488333106041,Medium Priority
9661-MHUMO,1,0,0.27699852,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,4478,Low Risk,13.642177104949951,163.7061252593994,1240.39937210083,High Priority
6000-APYLU,1,1,0.6792828,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,3890,Medium Risk,54.886048984527584,658.632587814331,2642.410031557083,Critical Priority
0048-PIHNL,0,0,0.03814951,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,6061,Low Risk,0.7801574708893895,9.361889650672673,231.22417755797505,Medium Priority
9420-LOJKX,1,0,0.19127928,Female,No,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,2966,Low Risk,18.955776371061802,227.46931645274162,567.3343361914158,Medium Priority
7061-OVMIM,0,0,0.03926038,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,5203,Low Risk,0.7675404284149409,9.21048514097929,204.27175698429346,Medium Priority
5671-RQRLP,0,0,0.099092714,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,4181,Low Risk,7.496363851055503,89.95636621266604,414.3066392764449,Medium Priority
5129-JLPIS,0,1,0.5220836,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,5822,Medium Risk,55.0798177421093,660.9578129053116,3039.570605635643,Critical Priority
5170-PTRKA,0,0,0.06589273,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,4865,Low Risk,2.358959864079952,28.307518368959425,320.56814912706614,Medium Priority
4819-HJPIW,0,0,0.24350743,Male,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,2675,Low Risk,6.1242118634283536,73.49054236114024,651.3823751360178,Medium Priority
8780-RSYYU,0,0,0.0994188,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,2159,Low Risk,1.9088408946990967,22.90609073638916,214.64518185704947,Medium Priority
2335-GSODA,0,0,0.012564375,Male,No,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,2327,Low Risk,0.5038314401172101,6.045977281406522,29.23730077687651,Low Priority
5696-CEIQJ,0,0,0.0131300725,Male,No,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,4376,Low Risk,1.354366978816688,16.252403745800258,57.45719727873802,Low Priority
6169-PPETC,0,0,0.005996128,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,2009,Low Risk,0.12292062561027706,1.4750475073233247,12.046221309807152,Low Priority
4237-RLAQD,1,1,0.6021328,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,5930,Medium Risk,27.60778875350952,331.29346504211424,3570.647487640381,Critical Priority
7359-WWYJV,0,0,0.03928696,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,6274,Low Risk,4.496392562426627,53.95671074911952,246.48638651520014,Medium Priority
8620-RJPZN,0,0,0.35639387,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,3061,Low Risk,7.377353185415267,88.52823822498321,1090.9216473698616,High Priority
7426-WEIJX,0,0,0.07197343,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,6214,Low Risk,5.82624900713563,69.91498808562756,447.2428824007511,Medium Priority
7629-WIXZF,0,0,0.17154711,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,4770,Low Risk,10.138434487581254,121.66121385097505,818.279737830162,High Priority
2616-FLVQC,0,0,0.01374819,Male,No,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,6036,Low Risk,0.2687771216500551,3.225325459800661,82.98407704755664,Low Priority
9163-GHAYE,0,0,0.2631509,Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,5584,Low Risk,12.854921494424344,154.25905793309212,1469.4346289634705,High Priority
4464-JCOLN,1,0,0.08792789,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,2362,Low Risk,1.7453686721622945,20.944424065947533,207.6856828033924,Medium Priority
2971-SGAFL,0,0,0.44182485,Female,No,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,5631,Low Risk,34.79370720684528,417.5244864821434,2487.9157496094704,Critical Priority
4735-ASGMA,1,1,0.6508329,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,4997,Medium Risk,64.00941487550735,768.1129785060882,3252.2119586467743,Critical Priority
5245-VDBUR,0,0,0.06802045,Female,No,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,5509,Low Risk,2.4113248847424984,28.93589861690998,374.72464852035046,Medium Priority
1493-AMTIE,1,0,0.38773915,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,5394,Low Risk,7.832330864667892,93.9879703760147,2091.464984357357,Critical Priority
1112-CUNAO,1,1,0.6000163,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,2668,Medium Risk,53.91146418750286,646.9375702500342,1600.843477487564,High Priority
7571-YXDAD,1,1,0.6177639,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,2078,Medium Risk,46.27051438093186,555.2461725711823,1283.7133362293243,High Priority
8714-EUHJO,1,1,0.5624441,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,5219,Medium Risk,51.26677888035775,615.201346564293,2935.3957101106644,Critical Priority
9040-KZVWO,0,0,0.088359386,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,5184,Low Risk,6.6711336225271225,80.05360347032547,458.05505561828613,Medium Priority
6713-OKOMC,0,0,0.24705179,Female,No,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,2013,Low Risk,7.349790763109922,88.19748915731907,497.31525398790836,Medium Priority
8749-CLJXC,0,0,0.32276994,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,2067,Low Risk,6.471537294983864,77.65844753980636,667.165465772152,Medium Priority
4713-LZDRV,1,1,0.7483579,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,4322,High Risk,59.56928820610046,714.8314584732055,3234.402809381485,Critical Priority
6598-RFFVI,1,0,0.06454961,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,2279,Low Risk,1.2458074733614921,14.949689680337904,147.10856123268604,Low Priority
7470-MCQTK,1,0,0.4453186,Female,No,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,2655,Low Risk,21.709282211959362,260.51138654351234,1182.3209081590176,High Priority
5524-KHNJP,0,0,0.08271874,Male,No,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,5344,Low Risk,6.183225622400641,74.1987074688077,442.0489327907562,Medium Priority
1707-HABPF,0,0,0.14242284,Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,3191,Low Risk,13.00320529192686,156.03846350312233,454.47128243744373,Medium Priority
4581-LNWUM,0,0,0.43138605,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,3000,Low Risk,21.202624532580376,254.43149439096453,1294.158160686493,High Priority
9710-ZUSHQ,1,0,0.39968753,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,5849,Low Risk,42.666643679142,511.999724149704,2337.7723548412323,Critical Priority
1697-LYYYX,0,0,0.007327258,Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,4376,Low Risk,0.13995063011534514,1.6794075613841417,32.0640815384686,Low Priority
4013-GUXND,0,0,0.32957357,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,3678,Low Risk,6.855130290985108,82.26156349182129,1212.171596646309,High Priority
5022-JNQEQ,0,0,0.22080709,Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,4843,Low Risk,16.748217806965112,200.97861368358133,1069.3687388151884,High Priority
4983-CCWMC,0,1,0.60586655,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,5487,Medium Risk,42.16831197738647,506.01974372863765,3324.3897675275803,Critical Priority
6345-FZOQH,0,0,0.016338473,Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,5570,Low Risk,0.32513561639934774,3.901627396792173,91.00529564544559,Low Priority
0962-CQPWQ,0,0,0.0033783026,Female,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,4574,Low Risk,0.06857954191509634,0.822954502981156,15.452355897519737,Low Priority
5495-GPSRW,0,0,0.028106978,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,2120,Low Risk,0.5537074698135257,6.644489637762309,59.58679370582104,Low Priority
2252-JHJGE,0,0,0.21475324,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,4344,Low Risk,22.33433699607849,268.0120439529419,932.8880760669708,High Priority
7356-AYNJP,0,0,0.08906543,Female,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,5685,Low Risk,2.1286638379096985,25.543966054916382,506.33698403835297,Medium Priority
2019-HDCZY,0,0,0.2177458,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,4004,Low Risk,22.340718653798103,268.0886238455772,871.8541665673256,High Priority
8582-KRHPJ,0,0,0.15250817,Male,No,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,5629,Low Risk,5.337785929441452,64.05343115329742,858.4684856235981,High Priority
2867-UIMSS,1,1,0.7905045,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,2734,High Risk,63.63561347126961,763.6273616552353,2161.2393444776535,Critical Priority
3487-EARAT,0,0,0.03940846,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,6325,Low Risk,2.920166905224323,35.042002862691874,249.25851114094257,Medium Priority
9926-PJHDQ,0,0,0.04382723,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,5120,Low Risk,3.3659311294555665,40.3911735534668,224.3954086303711,Medium Priority
0289-IVARM,0,0,0.14677125,Female,No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,3463,Low Risk,8.886999318003655,106.64399181604387,508.2688462138176,Medium Priority
4672-FOTSD,0,0,0.27154642,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,4334,Low Risk,18.261496976017952,219.13796371221542,1176.8821991682053,High Priority
6198-PNNSZ,0,0,0.17109054,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,5648,Low Risk,18.785741651058196,225.42889981269835,966.3193883895874,High Priority
7603-USHJS,1,0,0.20789227,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,2010,Low Risk,15.33205483108759,183.98465797305107,417.86346048116684,Medium Priority
6784-XYJAE,0,0,0.11376284,Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,4770,Low Risk,6.347966507077217,76.1755980849266,542.6487497985363,Medium Priority
3858-XHYJO,0,0,0.21775626,Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,4078,Low Risk,23.027724120765924,276.3326894491911,888.0100138485432,High Priority
1087-UDSIH,1,0,0.20884909,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,5000,Low Risk,4.093442112207413,49.12130534648895,1044.2454367876053,High Priority
7251-LJBQN,0,0,0.29202047,Female,Yes,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,3568,Low Risk,30.29712375253439,363.5654850304127,1041.929036617279,High Priority
3200-MNQTF,0,0,0.024195358,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,4361,Low Risk,1.715450893342495,20.58541072010994,105.5159569233656,Low Priority
9359-UGBTK,0,0,0.04811726,Female,No,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,4910,Low Risk,3.4812838608399033,41.77540633007884,236.25575337558985,Medium Priority
8160-HOWOX,0,1,0.5011165,Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,4858,Medium Risk,33.499638974666595,401.99566769599915,2434.4240260124207,Critical Priority
0258-NOKBL,0,1,0.6493073,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,5625,Medium Risk,58.69738087654114,704.3685705184937,3652.353622019291,Critical Priority
2800-QQUSO,0,1,0.57185584,Male,No,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,3286,Medium Risk,57.357141059637065,688.2856927156448,1879.118300318718,Critical Priority
2129-ALKBS,0,0,0.059638478,Female,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,2211,Low Risk,1.5625281199812888,18.750337439775464,131.86067455261946,Low Priority
9972-VAFJJ,0,0,0.20979771,Female,Yes,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,6355,Low Risk,19.720984756946564,236.65181708335876,1333.2644481956959,High Priority
4693-VWVBO,0,0,0.1830219,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,3889,Low Risk,3.5780782043933868,42.93693845272064,711.7721809148788,High Priority
6969-MVBAI,0,1,0.7916183,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,2893,High Risk,71.32480770945548,855.8976925134658,2290.1517059206963,Critical Priority
4821-WQOYN,0,0,0.002466259,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,4603,Low Risk,0.04957180707715452,0.5948616849258542,11.352190446574241,Low Priority
6769-DYBQN,1,0,0.33722967,Male,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,2097,Low Risk,28.664521872997284,343.9742624759674,707.1706160902977,Medium Priority
4018-PPNDW,0,0,0.019980615,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,5970,Low Risk,0.4815328216180206,5.778393859416247,119.28427157923579,Low Priority
6288-CHQJB,0,0,0.026690478,Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,5077,Low Risk,1.8669989014975727,22.403986817970875,135.50755429454148,Low Priority
4905-JEFDW,1,0,0.2989936,Male,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,3119,Low Risk,12.438133239746094,149.25759887695312,932.5609993934631,High Priority
0559-CKHUS,0,0,0.027785394,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,5758,Low Risk,0.543204459361732,6.518453512340784,159.98830061405897,Low Priority
2659-VXMWZ,1,0,0.3023778,Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,4146,Low Risk,33.654648050665855,403.85577660799026,1253.658318221569,High Priority
6559-RAKOZ,0,0,0.048713084,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,4301,Low Risk,4.7714466081932185,57.25735929831862,209.51497561857104,Medium Priority
8809-XKHMD,0,0,0.03540377,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,6082,Low Risk,3.559849019534886,42.71818823441863,215.3257258757949,Medium Priority
6365-HITVU,0,0,0.004082849,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,4135,Low Risk,0.35622855636756867,4.274742676410824,16.882579720113426,Low Priority
0134-XWXCE,0,0,0.08440639,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,3253,Low Risk,6.317818350344896,75.81382020413875,274.57398922741413,Medium Priority
